Nombre,Precio,Autor,Imagen
1169 Ejercicios Y Juegos De Atletismo Dos Tomos,$50.000,"OLIVERA BETRAN, JAVIER","https://www.antartica.cl/media/catalog/product/9/7/9788486475567_1.png?quality=80&bg-color=255,255,255&fit=bounds&height=300&width=240&canvas=240:300&format=jpeg"
1000 Football Clubs : Champions Of The Beautiful Game,$32.990,"LESAY, JEAN DAMIEN","https://www.antartica.cl/media/catalog/product/9/7/9780789331106_1.png?quality=80&bg-color=255,255,255&fit=bounds&height=300&width=240&canvas=240:300&format=jpeg"
1000 Ejercicios Gimnasticos Con Material Fijo Y Movil,$22.000,"MARTINLORENTE, ENCARNA","https://www.antartica.cl/media/catalog/product/9/7/9788480193733_1.png?quality=80&bg-color=255,255,255&fit=bounds&height=300&width=240&canvas=240:300&format=jpeg"
El Milagro De Mindfulness,$14.900,"NHAT HANH, THICH","https://www.antartica.cl/media/catalog/product/9/7/9789566017110_1.jpg?quality=80&bg-color=255,255,255&fit=bounds&height=300&width=240&canvas=240:300"
"Red Flags, Green Flags - PREVENTA",$17.910,"FENWICK, ALI","https://www.antartica.cl/media/catalog/product/9/7/9789569973611_1.jpg?quality=80&bg-color=255,255,255&fit=bounds&height=300&width=240&canvas=240:300"
Muerte Y Vida. Cartas Para Sanar El Alma,$17.000,"ROMERO, PATRICIA","https://www.antartica.cl/media/catalog/product/9/7/9781685745608_1.jpg?quality=80&bg-color=255,255,255&fit=bounds&height=300&width=240&canvas=240:300"
Los Cuatro Miedos Que Te Impiden Vivir,$19.900,"SEMERIA, EUDES","https://www.antartica.cl/media/catalog/product/9/7/9789566122654_1.jpg?quality=80&bg-color=255,255,255&fit=bounds&height=300&width=240&canvas=240:300"
Sorprende A Tu Mente,$17.900,"IBAÑEZ, ANA","https://www.antartica.cl/media/catalog/product/9/7/9789564085319_1.jpg?quality=80&bg-color=255,255,255&fit=bounds&height=300&width=240&canvas=240:300"
Skincare Para Una Piel Radiante,$27.900,"LOPEZ, DANIELA","https://www.antartica.cl/media/catalog/product/9/7/9788418714290_1.jpg?quality=80&bg-color=255,255,255&fit=bounds&height=300&width=240&canvas=240:300"
Menos Es Mas,$15.900,"GONZALEZ, VIVIANA","https://www.antartica.cl/media/catalog/product/9/7/9789564085449_1.jpg?quality=80&bg-color=255,255,255&fit=bounds&height=300&width=240&canvas=240:300"
El Viaje De Diego,$21.000,"VILLEGAS, NATALIA","https://www.antartica.cl/media/catalog/product/9/7/9789564063867_1.jpg?quality=80&bg-color=255,255,255&fit=bounds&height=300&width=240&canvas=240:300"
El Mapa De Tu Alma,$21.900,"FREED, JENNIFER","https://www.antartica.cl/media/catalog/product/9/7/9788416344857_1.jpg?quality=80&bg-color=255,255,255&fit=bounds&height=300&width=240&canvas=240:300"
El Arte De Escucharte,$19.900,"CALA, ISMAEL","https://www.antartica.cl/media/catalog/product/9/7/9789566122678_1.jpg?quality=80&bg-color=255,255,255&fit=bounds&height=300&width=240&canvas=240:300"
Discutir Es Sano (Si Sabes Como),$16.000,LA PSICOLOGERIA,"https://www.antartica.cl/media/catalog/product/9/7/9789566184836_1.jpg?quality=80&bg-color=255,255,255&fit=bounds&height=300&width=240&canvas=240:300"
Cultiva Tu Fuerza,$16.900,"ZAPLANA, CARLA","https://www.antartica.cl/media/catalog/product/9/7/9789566122661_1.jpg?quality=80&bg-color=255,255,255&fit=bounds&height=300&width=240&canvas=240:300"
"Cuerpo De Mujer, Sabiduria De Mujer",$44.900,"NORTHRUP, CHRISTIANE","https://www.antartica.cl/media/catalog/product/9/7/9788417694319_1.jpg?quality=80&bg-color=255,255,255&fit=bounds&height=300&width=240&canvas=240:300"
Constelar La Vida,$18.900,"GARRIGA, JOAN","https://www.antartica.cl/media/catalog/product/9/7/9789569975592_1.jpg?quality=80&bg-color=255,255,255&fit=bounds&height=300&width=240&canvas=240:300"
Como Darle Impulso A Tu Nueva Carrera,$12.000,"CARNEGIE, DALE","https://www.antartica.cl/media/catalog/product/9/7/9788466370691_1.jpg?quality=80&bg-color=255,255,255&fit=bounds&height=300&width=240&canvas=240:300"
Ayunar Para Sanar. Una Guia Para Mujeres,$23.900,"PELZ, MINDY","https://www.antartica.cl/media/catalog/product/9/7/9788418714375_1.jpg?quality=80&bg-color=255,255,255&fit=bounds&height=300&width=240&canvas=240:300"
Antiestres,$19.900,"JARAMILLO, CARLOS","https://www.antartica.cl/media/catalog/product/9/7/9789564085401_1.jpg?quality=80&bg-color=255,255,255&fit=bounds&height=300&width=240&canvas=240:300"
El Metodo 1%,$27.900,"MAZZUCCHELLI, DAVID","https://www.antartica.cl/media/catalog/product/9/7/9788411320849_1.jpg?quality=80&bg-color=255,255,255&fit=bounds&height=300&width=240&canvas=240:300"
Vitamina De Luz,$16.990,"GALLARDO VIÑALS, ESTEFANIA","https://www.antartica.cl/media/catalog/product/9/7/9789564063850_1.jpg?quality=80&bg-color=255,255,255&fit=bounds&height=300&width=240&canvas=240:300"
Tu Mejor Amiga Eres Tu,$26.800,"BLANCO, CRIS","https://www.antartica.cl/media/catalog/product/9/7/9788410021297_1.jpg?quality=80&bg-color=255,255,255&fit=bounds&height=300&width=240&canvas=240:300"
Memorias De Un Monje Budista,$33.000,"MATTHIEU, RICARD","https://www.antartica.cl/media/catalog/product/9/7/9788418741609_1.jpg?quality=80&bg-color=255,255,255&fit=bounds&height=300&width=240&canvas=240:300"
"Mas Vida, Menos Cancer",$27.000,"GOMEZ PARDO, EMILIA","https://www.antartica.cl/media/catalog/product/9/7/9788419662064_1.jpg?quality=80&bg-color=255,255,255&fit=bounds&height=300&width=240&canvas=240:300"
Con100te De Mi Futuro,$14.000,"GOLDFARB, DENISSE","https://www.antartica.cl/media/catalog/product/9/7/9789564168999_1.jpg?quality=80&bg-color=255,255,255&fit=bounds&height=300&width=240&canvas=240:300"
Supera Tus Expectativas,$25.900,"ROBSON, DAVID","https://www.antartica.cl/media/catalog/product/9/7/9788418714214_1.jpg?quality=80&bg-color=255,255,255&fit=bounds&height=300&width=240&canvas=240:300"
Shodo,$19.900,"TAKEDA, RIE","https://www.antartica.cl/media/catalog/product/9/7/9788418714207_1.jpg?quality=80&bg-color=255,255,255&fit=bounds&height=300&width=240&canvas=240:300"
Planetas En Transito,$39.900,"HAND, ROBERT","https://www.antartica.cl/media/catalog/product/9/7/9788484459972_1.jpg?quality=80&bg-color=255,255,255&fit=bounds&height=300&width=240&canvas=240:300"
Mentor Medium,$19.501,"DIMARCO, MARYANN","https://www.antartica.cl/media/catalog/product/9/7/9788417851873_1.jpg?quality=80&bg-color=255,255,255&fit=bounds&height=300&width=240&canvas=240:300"
Manifestar Con Cristales,$19.501,"HALL, JUDY","https://www.antartica.cl/media/catalog/product/9/7/9788411080514_1.jpg?quality=80&bg-color=255,255,255&fit=bounds&height=300&width=240&canvas=240:300"
Maneras De Amar,$17.900,"LEVINE, AMIR DR.","https://www.antartica.cl/media/catalog/product/9/7/9788418714313_1.jpg?quality=80&bg-color=255,255,255&fit=bounds&height=300&width=240&canvas=240:300"
Los Tejedores De Sueños (Oraculo Y Libro Guia),$23.500,"BARON REID, COLETTE","https://www.antartica.cl/media/catalog/product/9/7/9788419510044_1.jpg?quality=80&bg-color=255,255,255&fit=bounds&height=300&width=240&canvas=240:300"
Los Amantes Cosmicos,$15.900,"SUAZO CASTRO, BIANCA","https://www.antartica.cl/media/catalog/product/9/7/9789563387216_1.jpg?quality=80&bg-color=255,255,255&fit=bounds&height=300&width=240&canvas=240:300"
Emociones Toxicas,$12.000,"STAMATEAS, BERNARDO","https://www.antartica.cl/media/catalog/product/9/7/9789566205722_1.jpg?quality=80&bg-color=255,255,255&fit=bounds&height=300&width=240&canvas=240:300"
Eleva Tus Vibraciones,$23.500,"KYLE, CRAIG","https://www.antartica.cl/media/catalog/product/9/7/9788417851828_1.jpg?quality=80&bg-color=255,255,255&fit=bounds&height=300&width=240&canvas=240:300"
El Pequeño Libro Del Tarot,$11.000,"JOHNSON, SARAH","https://www.antartica.cl/media/catalog/product/9/7/9788411080538_1.jpg?quality=80&bg-color=255,255,255&fit=bounds&height=300&width=240&canvas=240:300"
El Jardin De La Bruja Verde,$27.500,"MURPHY HISCOCK, ARIN","https://www.antartica.cl/media/catalog/product/9/7/9788417851798_1.jpg?quality=80&bg-color=255,255,255&fit=bounds&height=300&width=240&canvas=240:300"
El Cerebro Afirmativo Del Niño,$15.000,"SIEGEL, DANIEL","https://www.antartica.cl/media/catalog/product/9/7/9789566205692_1.jpg?quality=80&bg-color=255,255,255&fit=bounds&height=300&width=240&canvas=240:300"
Diseño Humano Para Principiantes,$24.900,"PARKYN, CHETAN","https://www.antartica.cl/media/catalog/product/9/7/9788411080132_1.jpg?quality=80&bg-color=255,255,255&fit=bounds&height=300&width=240&canvas=240:300"
Cristales Para Principiantes,$25.900,"HALL, JUDY","https://www.antartica.cl/media/catalog/product/9/7/9788411080521_1.jpg?quality=80&bg-color=255,255,255&fit=bounds&height=300&width=240&canvas=240:300"
Comer Energia,$27.500,"WHITTEN, ARI","https://www.antartica.cl/media/catalog/product/9/7/9788411080262_1.jpg?quality=80&bg-color=255,255,255&fit=bounds&height=300&width=240&canvas=240:300"
21 Dias Para Alcanzar El Exito Y La Paz Interior,$17.900,"DYER, WAYNE W.","https://www.antartica.cl/media/catalog/product/9/7/9788418714238_1.jpg?quality=80&bg-color=255,255,255&fit=bounds&height=300&width=240&canvas=240:300"
Zensorialmente. Deja Que Tu Cuerpo Sea Tu Cerebro,$19.990,"BACHARACH, ESTANISLAO","https://www.antartica.cl/media/catalog/product/9/7/9786313000937_1.jpg?quality=80&bg-color=255,255,255&fit=bounds&height=300&width=240&canvas=240:300"
Sincrodestino,$12.000,"CHOPRA, DEEPAK","https://www.antartica.cl/media/catalog/product/9/7/9789877256192_1.jpg?quality=80&bg-color=255,255,255&fit=bounds&height=300&width=240&canvas=240:300"
Pensamientos Nutritivos,$12.000,"STAMATEAS, BERNARDO","https://www.antartica.cl/media/catalog/product/9/7/9789501532876_1.jpg?quality=80&bg-color=255,255,255&fit=bounds&height=300&width=240&canvas=240:300"
Mañanas Milagrosas,$19.900,"ELROD, HAL","https://www.antartica.cl/media/catalog/product/9/7/9789566122630_1.jpg?quality=80&bg-color=255,255,255&fit=bounds&height=300&width=240&canvas=240:300"
Educacion Emocional,$21.080,"CANALES, ARNALDO","https://www.antartica.cl/media/catalog/product/9/7/9789876672627_1.jpg?quality=80&bg-color=255,255,255&fit=bounds&height=300&width=240&canvas=240:300"
Astrologia Tradicional,$21.080,"BLAQUIER, MARIA","https://www.antartica.cl/media/catalog/product/9/7/9789501760293_1.jpg?quality=80&bg-color=255,255,255&fit=bounds&height=300&width=240&canvas=240:300"
"Magia, Brujeria Y Ocultismo. Una Historia Ilustrada",$33.999,VARIOS AUTORES,"https://www.antartica.cl/media/catalog/product/9/7/9780241537886_1.jpg?quality=80&bg-color=255,255,255&fit=bounds&height=300&width=240&canvas=240:300"
La Brujula Metabolica,$21.900,"FROBOSE, INGO","https://www.antartica.cl/media/catalog/product/9/7/9789566122647_1.jpg?quality=80&bg-color=255,255,255&fit=bounds&height=300&width=240&canvas=240:300"
Guia Practica De Astrologia,$42.999,"PARKER, JULIA","https://www.antartica.cl/media/catalog/product/9/7/9780241642801_1.jpg?quality=80&bg-color=255,255,255&fit=bounds&height=300&width=240&canvas=240:300"
El Arte De Saber Perdonar,$18.900,"LAMA, DALAI","https://www.antartica.cl/media/catalog/product/9/7/9789566195962_1.jpg?quality=80&bg-color=255,255,255&fit=bounds&height=300&width=240&canvas=240:300"
Diario De Una Ruptura,$15.000,"CONGOST, SILVIA","https://www.antartica.cl/media/catalog/product/9/7/9789566289043_1.jpg?quality=80&bg-color=255,255,255&fit=bounds&height=300&width=240&canvas=240:300"
Una Mesa Para Uno,$16.900,"LOHSE, JANET","https://www.antartica.cl/media/catalog/product/9/7/9789566196693_1.jpg?quality=80&bg-color=255,255,255&fit=bounds&height=300&width=240&canvas=240:300"
Padre Rico Padre Pobre,$13.000,"KIYOSAKI, ROBERT T.","https://www.antartica.cl/media/catalog/product/9/7/9789585433595_1.jpg?quality=80&bg-color=255,255,255&fit=bounds&height=300&width=240&canvas=240:300"
Manual De Psicomagia,$10.000,"JODOROWSKY, ALEJANDRO","https://www.antartica.cl/media/catalog/product/9/7/9789563255669_1.jpg?quality=80&bg-color=255,255,255&fit=bounds&height=300&width=240&canvas=240:300"
El Tiempo. Una Gran Ilusion,$34.900,"WAPNICK, KENNETH","https://www.antartica.cl/media/catalog/product/9/7/9788412513912_1.jpg?quality=80&bg-color=255,255,255&fit=bounds&height=300&width=240&canvas=240:300"
El Sendero De La Compasion,$39.746,"OTZER RINPOCHE, DRUBPON","https://www.antartica.cl/media/catalog/product/9/7/9789566077329_1.jpg?quality=80&bg-color=255,255,255&fit=bounds&height=300&width=240&canvas=240:300"
Construye Tu Destino,$12.000,"DYER, WAYNE W.","https://www.antartica.cl/media/catalog/product/9/7/9788499089928_1.jpg?quality=80&bg-color=255,255,255&fit=bounds&height=300&width=240&canvas=240:300"
Optimal,$18.000,,"https://www.antartica.cl/media/catalog/product/9/7/9789877804652_1_1.jpg?quality=80&bg-color=255,255,255&fit=bounds&height=300&width=240&canvas=240:300"
Manifiesta Tu Vida. Una Guia Para El Crecimiento Personal,$18.000,"SEPULVEDA, NICOLE","https://www.antartica.cl/media/catalog/product/9/7/9789566184713_1.jpg?quality=80&bg-color=255,255,255&fit=bounds&height=300&width=240&canvas=240:300"
Juntas. Entre Todas Nos Cuidamos Mejor,$18.000,"OTEIZA RAMIREZ, MARIA IGNACIA","https://www.antartica.cl/media/catalog/product/9/7/9789563844580_1.jpg?quality=80&bg-color=255,255,255&fit=bounds&height=300&width=240&canvas=240:300"
Negocios Abundantes,$15.900,"MUÑOZ, TAMARA","https://www.antartica.cl/media/catalog/product/9/7/9789564085289_1.jpg?quality=80&bg-color=255,255,255&fit=bounds&height=300&width=240&canvas=240:300"
Endulzantes. Peligros Silenciosos,$14.900,"CRUZ NAVEA, RODRIGO","https://www.antartica.cl/media/catalog/product/9/7/9789564063553_1.jpg?quality=80&bg-color=255,255,255&fit=bounds&height=300&width=240&canvas=240:300"
Ama Tu Soledad,$18.000,"VILASECA, BORJA","https://www.antartica.cl/media/catalog/product/9/7/9789566205913_1.jpg?quality=80&bg-color=255,255,255&fit=bounds&height=300&width=240&canvas=240:300"
Acuarela Y Gatos,$16.800,"RUNYAN, TERRY","https://www.antartica.cl/media/catalog/product/9/7/9789562574730_1.jpg?quality=80&bg-color=255,255,255&fit=bounds&height=300&width=240&canvas=240:300"
Muy Sensibles,$21.900,"MORAÑO, MARIA","https://www.antartica.cl/media/catalog/product/9/7/9788418714030_1.jpg?quality=80&bg-color=255,255,255&fit=bounds&height=300&width=240&canvas=240:300"
La Memoria Del Cuerpo,$24.900,"VERNY, THOMAS","https://www.antartica.cl/media/catalog/product/9/7/9788418714160_1.jpg?quality=80&bg-color=255,255,255&fit=bounds&height=300&width=240&canvas=240:300"
La Disciplina Marcara Tu Destino,$17.000,"HOLIDAY, RYAN","https://www.antartica.cl/media/catalog/product/9/7/9789569328381_1.jpg?quality=80&bg-color=255,255,255&fit=bounds&height=300&width=240&canvas=240:300"
Hechizos Para Vivir Bien,$18.900,"CUROTT, PHYLLIS","https://www.antartica.cl/media/catalog/product/9/7/9788416344864_1.jpg?quality=80&bg-color=255,255,255&fit=bounds&height=300&width=240&canvas=240:300"
El Sinsentido Comun,$19.000,"VILASECA, BORJA","https://www.antartica.cl/media/catalog/product/9/7/9788419248626_1.jpg?quality=80&bg-color=255,255,255&fit=bounds&height=300&width=240&canvas=240:300"
El Pequeño Gran Libro Para Manifestar Tu Proposito,$19.900,"NAFOUSI, ROXIE","https://www.antartica.cl/media/catalog/product/9/7/9788418714245_1.jpg?quality=80&bg-color=255,255,255&fit=bounds&height=300&width=240&canvas=240:300"
El Metodo Takimika,$20.900,"TAKISHIMA, MIKA","https://www.antartica.cl/media/catalog/product/9/7/9788418524646_1.jpg?quality=80&bg-color=255,255,255&fit=bounds&height=300&width=240&canvas=240:300"
El Emprendedor,$15.000,"AYUB, ARTURO ELIAS","https://www.antartica.cl/media/catalog/product/9/7/9786287649262_1.jpg?quality=80&bg-color=255,255,255&fit=bounds&height=300&width=240&canvas=240:300"
Disciplina Para Flojos,$16.900,"VILLELA, VICENTE","https://www.antartica.cl/media/catalog/product/9/7/9789566196679_1.jpg?quality=80&bg-color=255,255,255&fit=bounds&height=300&width=240&canvas=240:300"
"Dieta Mediterranea, Juventud Eterna",$17.900,"PEREZ CASTILLO, LORENZO","https://www.antartica.cl/media/catalog/product/9/7/9788418714085_1.jpg?quality=80&bg-color=255,255,255&fit=bounds&height=300&width=240&canvas=240:300"
Coaching Para Tu Cerebro,$23.900,"OCONNOR, JOSEPH","https://www.antartica.cl/media/catalog/product/9/7/9788417694944_1.jpg?quality=80&bg-color=255,255,255&fit=bounds&height=300&width=240&canvas=240:300"
Asi Es La Puta Vida,$22.000,"WILD, JORDI","https://www.antartica.cl/media/catalog/product/9/7/9788417809904_1.jpg?quality=80&bg-color=255,255,255&fit=bounds&height=300&width=240&canvas=240:300"
Meditar En Medio Del Caos,$15.900,"MOREL, DANIELA","https://www.antartica.cl/media/catalog/product/9/7/9789566122609_1.jpg?quality=80&bg-color=255,255,255&fit=bounds&height=300&width=240&canvas=240:300"
La Vida Bien Vivida,$19.900,"MACGAREY, GLADYS","https://www.antartica.cl/media/catalog/product/9/7/9789564085180_1.jpg?quality=80&bg-color=255,255,255&fit=bounds&height=300&width=240&canvas=240:300"
La Buena Ansiedad,$20.900,"SUSUKI, WENDY","https://www.antartica.cl/media/catalog/product/9/7/9789566195849_1.jpg?quality=80&bg-color=255,255,255&fit=bounds&height=300&width=240&canvas=240:300"
El Futuro Es Fungico,$46.800,"LIM, MICHAEL","https://www.antartica.cl/media/catalog/product/9/7/9788419094421_1.jpg?quality=80&bg-color=255,255,255&fit=bounds&height=300&width=240&canvas=240:300"
Comprende Tus Emociones,$18.900,"ROJAS, ENRIQUE","https://www.antartica.cl/media/catalog/product/9/7/9789569973574_1.jpg?quality=80&bg-color=255,255,255&fit=bounds&height=300&width=240&canvas=240:300"
Oraculo De Activaciones De Geometria Sagrada (Libro+Cartas),$28.800,"ART, LON","https://www.antartica.cl/media/catalog/product/9/7/9788491113461_1.jpg?quality=80&bg-color=255,255,255&fit=bounds&height=300&width=240&canvas=240:300"
Tarot. El Arte De La Guerra (Libro+Cartas),$39.800,SUN TZU,"https://www.antartica.cl/media/catalog/product/9/7/9788411720151_1.jpg?quality=80&bg-color=255,255,255&fit=bounds&height=300&width=240&canvas=240:300"
Nail Art,$18.800,"BIGGS, HELENA","https://www.antartica.cl/media/catalog/product/9/7/9788411720618_1.jpg?quality=80&bg-color=255,255,255&fit=bounds&height=300&width=240&canvas=240:300"
Metodo 8:11,$19.900,"VILLEGAS, ANDREA","https://www.antartica.cl/media/catalog/product/M/e/Metodo_8_11_9789564085067_1.jpg?quality=80&bg-color=255,255,255&fit=bounds&height=300&width=240&canvas=240:300"
La Red Secreta De La Naturaleza,$16.800,"WOHLLEBEN, PETER","https://www.antartica.cl/media/catalog/product/9/7/9788491114192_1.jpg?quality=80&bg-color=255,255,255&fit=bounds&height=300&width=240&canvas=240:300"
Hechizos Magicos (Libro+Cartas),$19.800,"SUMMERS, LUCY","https://www.antartica.cl/media/catalog/product/9/7/9788416192540_1.jpg?quality=80&bg-color=255,255,255&fit=bounds&height=300&width=240&canvas=240:300"
Guia De La Buena Bruja,$20.400,VARIOS AUTORES,"https://www.antartica.cl/media/catalog/product/9/7/9788491116868_1.jpg?quality=80&bg-color=255,255,255&fit=bounds&height=300&width=240&canvas=240:300"
Estuche Hygge + Hygge Home,$39.900,"WIKING, MEIK","https://www.antartica.cl/media/catalog/product/9/7/9788448039325_1.jpg?quality=80&bg-color=255,255,255&fit=bounds&height=300&width=240&canvas=240:300"
El Tarot De Las Brujas (Libro+Cartas),$35.000,"PERADEJORDI, AMALIA","https://www.antartica.cl/media/catalog/product/9/7/9788491112549_1.jpg?quality=80&bg-color=255,255,255&fit=bounds&height=300&width=240&canvas=240:300"
El Milagro Metabolico,$19.490,"JARAMILLO, CARLOS","https://www.antartica.cl/media/catalog/product/9/7/9789584276971_1.jpg?quality=80&bg-color=255,255,255&fit=bounds&height=300&width=240&canvas=240:300"
El Camino Directo Hacia La Sanacion,$16.800,"PEARL, ERIC","https://www.antartica.cl/media/catalog/product/9/7/9788411720557_1.jpg?quality=80&bg-color=255,255,255&fit=bounds&height=300&width=240&canvas=240:300"
El Arte Moderno De La Brujeria,$16.800,"FLOREZ, LOU","https://www.antartica.cl/media/catalog/product/9/7/9788411720588_1.jpg?quality=80&bg-color=255,255,255&fit=bounds&height=300&width=240&canvas=240:300"
El Arte De Influenciar,$20.400,"SPAULDING, TOMMY","https://www.antartica.cl/media/catalog/product/9/7/9788411720724_1.jpg?quality=80&bg-color=255,255,255&fit=bounds&height=300&width=240&canvas=240:300"
Atencion Con La Inflamacion,$19.900,"POCOVI GERARDINO, DRA. GABRIELA","https://www.antartica.cl/media/catalog/product/9/7/9788408265795_1.jpg?quality=80&bg-color=255,255,255&fit=bounds&height=300&width=240&canvas=240:300"
¿Podremos Ser Solo Dos? Como Superar Los Obstaculos De Infertilidad En Pareja,$12.000,"WITTWER BITTNER,  PAMELA","https://www.antartica.cl/media/catalog/product/9/7/9789560115775_1.jpg?quality=80&bg-color=255,255,255&fit=bounds&height=300&width=240&canvas=240:300"
Si A Casi Todo,$19.900,"CASES, FERRAN","https://www.antartica.cl/media/catalog/product/9/7/9789566122579_1.jpg?quality=80&bg-color=255,255,255&fit=bounds&height=300&width=240&canvas=240:300"
Sentir,$12.800,"TIRADO, MIRIAM","https://www.antartica.cl/media/catalog/product/9/7/9788425364112_1.jpg?quality=80&bg-color=255,255,255&fit=bounds&height=300&width=240&canvas=240:300"
Positividad Sana Con Marco Aurelio,$15.900,"CAPRI, JANA","https://www.antartica.cl/media/catalog/product/9/7/9789566122562_1.jpg?quality=80&bg-color=255,255,255&fit=bounds&height=300&width=240&canvas=240:300"
Por Que Nuestra Relacion No Funciona Si Nos Queremos Tanto,$16.490,"CARIAGA GUILLOT, RICARDO MAURICIO","https://www.antartica.cl/media/catalog/product/9/7/9789566122586_1.jpg?quality=80&bg-color=255,255,255&fit=bounds&height=300&width=240&canvas=240:300"
Las 72 Leyes Universales De Los Soñadores,$12.800,"ARIZA, MAYTE","https://www.antartica.cl/media/catalog/product/9/7/9788419248657_1.jpg?quality=80&bg-color=255,255,255&fit=bounds&height=300&width=240&canvas=240:300"
El Oraculo De Los Angeles,$31.900,"GARCIA, YOHANA","https://www.antartica.cl/media/catalog/product/9/7/9786075577661_1.jpg?quality=80&bg-color=255,255,255&fit=bounds&height=300&width=240&canvas=240:300"
Cuerpo Cuantico,$12.800,"CHOPRA, DEEPAK","https://www.antartica.cl/media/catalog/product/9/7/9789562586542_1.jpg?quality=80&bg-color=255,255,255&fit=bounds&height=300&width=240&canvas=240:300"
Calma Tu Puta Cabeza,$19.900,"HARPER, FAITH G.","https://www.antartica.cl/media/catalog/product/9/7/9789569958175_1.jpg?quality=80&bg-color=255,255,255&fit=bounds&height=300&width=240&canvas=240:300"
Secretos Para Ganar Dinero Como Influencer,$8.990,"GUERRERO CAÑONGO, JUAN ANTONIO","https://www.antartica.cl/media/catalog/product/9/7/9788418765315_1.jpg?quality=80&bg-color=255,255,255&fit=bounds&height=300&width=240&canvas=240:300"
"Los Millonario No Nacen, Se Hacen",$8.990,"GUERRERO CAÑONGO, JUAN ANTONIO","https://www.antartica.cl/media/catalog/product/9/7/9788418765483_1.jpg?quality=80&bg-color=255,255,255&fit=bounds&height=300&width=240&canvas=240:300"
Los 8 Pilares De La Prosperidad,$8.990,"ALLEN, JAMES","https://www.antartica.cl/media/catalog/product/9/7/9788418765285_1.jpg?quality=80&bg-color=255,255,255&fit=bounds&height=300&width=240&canvas=240:300"
La Ley De La Atraccion,$8.990,"WALKER ATKINSON, WILLIAM","https://www.antartica.cl/media/catalog/product/9/7/9788418765261_1.jpg?quality=80&bg-color=255,255,255&fit=bounds&height=300&width=240&canvas=240:300"
"La Enfermedad, Tu Oportunidad",$13.900,"MARTIN MONGE, LEONOR","https://www.antartica.cl/media/catalog/product/9/7/9788418714047_1.jpg?quality=80&bg-color=255,255,255&fit=bounds&height=300&width=240&canvas=240:300"
La Ciencia De Hacerse Rico,$8.990,"WATTLES, WALLACE D.","https://www.antartica.cl/media/catalog/product/9/7/9788418765292_1.jpg?quality=80&bg-color=255,255,255&fit=bounds&height=300&width=240&canvas=240:300"
Entrenamiento Para Hablar Publico,$8.990,"KLEISER, GRENVILLE","https://www.antartica.cl/media/catalog/product/9/7/9788418765339_1.jpg?quality=80&bg-color=255,255,255&fit=bounds&height=300&width=240&canvas=240:300"
El Principe Que No Queria Salir De Su Castillo,$12.900,"MULLER, HANS","https://www.antartica.cl/media/catalog/product/9/7/9788416344161_1.jpg?quality=80&bg-color=255,255,255&fit=bounds&height=300&width=240&canvas=240:300"
El Pasatiempos Para Amantes De Los Perros,$11.480,"CASASIN, ALBERT","https://www.antartica.cl/media/catalog/product/9/7/9788418933837_1.jpg?quality=80&bg-color=255,255,255&fit=bounds&height=300&width=240&canvas=240:300"
El Grillete Del Elefante,$8.990,"DAVILA, RODRIGO","https://www.antartica.cl/media/catalog/product/9/7/9788418765308_1.jpg?quality=80&bg-color=255,255,255&fit=bounds&height=300&width=240&canvas=240:300"
El Dibujo Verde,$13.900,"FOXON, ALI","https://www.antartica.cl/media/catalog/product/9/7/9788416972982_1.jpg?quality=80&bg-color=255,255,255&fit=bounds&height=300&width=240&canvas=240:300"
El Camino De La Riqueza,$8.990,"ALLEN, JAMES","https://www.antartica.cl/media/catalog/product/9/7/9788418765698_1.jpg?quality=80&bg-color=255,255,255&fit=bounds&height=300&width=240&canvas=240:300"
El Arte De Vender Mas,$8.990,"WALKER ATKINSON, WILLIAM","https://www.antartica.cl/media/catalog/product/9/7/9788418765452_1.jpg?quality=80&bg-color=255,255,255&fit=bounds&height=300&width=240&canvas=240:300"
Despertares Extraordinarios,$17.900,"TAYLOR, STEVEN","https://www.antartica.cl/media/catalog/product/9/7/9788418714061_1.jpg?quality=80&bg-color=255,255,255&fit=bounds&height=300&width=240&canvas=240:300"
"Asi Como Pienses, Sera Tu Vida",$8.990,"ALLEN, JAMES","https://www.antartica.cl/media/catalog/product/9/7/9788418765469_1.jpg?quality=80&bg-color=255,255,255&fit=bounds&height=300&width=240&canvas=240:300"
Tu Pareja Ideal,$17.990,"URY, LOGAN","https://www.antartica.cl/media/catalog/product/9/7/9788417963798_1.jpg?quality=80&bg-color=255,255,255&fit=bounds&height=300&width=240&canvas=240:300"
Tu Mejor Version En 12 Semanas,$19.990,"GUPTA, SANJAY","https://www.antartica.cl/media/catalog/product/9/7/9788417963873_1.jpg?quality=80&bg-color=255,255,255&fit=bounds&height=300&width=240&canvas=240:300"
Hyperfocus,$23.990,"BAILEY, CHRIS","https://www.antartica.cl/media/catalog/product/9/7/9788417963835_1.jpg?quality=80&bg-color=255,255,255&fit=bounds&height=300&width=240&canvas=240:300"
Estuche Diario Para Estoicos + Agenda (2024),$34.000,"HOLIDAY, RYAN","https://www.antartica.cl/media/catalog/product/9/7/9788417963811_1.jpg?quality=80&bg-color=255,255,255&fit=bounds&height=300&width=240&canvas=240:300"
El Movimiento Del Guerrero,$12.000,"ESTRELLA, LUCAS","https://www.antartica.cl/media/catalog/product/9/7/9789566205876_1.jpg?quality=80&bg-color=255,255,255&fit=bounds&height=300&width=240&canvas=240:300"
