Nombre,Precio,Autor,Imagen
Mas Intervenciones,$16.800,"HOUELLEBECQ, MICHEL","https://www.antartica.cl/media/catalog/product/9/7/9788433906199_1.jpg?quality=80&bg-color=255,255,255&fit=bounds&height=300&width=240&canvas=240:300"
Los Cuatro Libros,$18.830,CONFUCIO,"https://www.antartica.cl/media/catalog/product/9/7/9789566195535_1.jpg?quality=80&bg-color=255,255,255&fit=bounds&height=300&width=240&canvas=240:300"
La Seduccion De Un Orden,$15.330,"STUVEN, ANA MARIA","https://www.antartica.cl/media/catalog/product/9/7/9789569993343_1.jpg?quality=80&bg-color=255,255,255&fit=bounds&height=300&width=240&canvas=240:300"
La Implacable Verdad Policial,$24.500,"JOFRE, NELSON","https://www.antartica.cl/media/catalog/product/9/7/9789564150338_1.jpg?quality=80&bg-color=255,255,255&fit=bounds&height=300&width=240&canvas=240:300"
La Humorista De Eleusis,$12.530,"SUAZO GOMEZ, ROBERTO","https://www.antartica.cl/media/catalog/product/9/7/9789564084459_1.jpg?quality=80&bg-color=255,255,255&fit=bounds&height=300&width=240&canvas=240:300"
La Guerra De Los Chips,$16.030,"MILLER, CHRIS","https://www.antartica.cl/media/catalog/product/9/7/9789566215073_1.jpg?quality=80&bg-color=255,255,255&fit=bounds&height=300&width=240&canvas=240:300"
La Crisis Del Capitalismo Democratico,$17.430,"WOLF, MARTIN","https://www.antartica.cl/media/catalog/product/9/7/9788423436064_1.jpg?quality=80&bg-color=255,255,255&fit=bounds&height=300&width=240&canvas=240:300"
Filosofia A Martillazos. Tomo 2,$13.930,"SZTAJNSZRAJBER, DARIO","https://www.antartica.cl/media/catalog/product/9/7/9789566195696_1.jpg?quality=80&bg-color=255,255,255&fit=bounds&height=300&width=240&canvas=240:300"
Filosofia A Martillazos. Tomo 1,$13.930,"SZTAJNSZRAJBER, DARIO","https://www.antartica.cl/media/catalog/product/9/7/9789566195719_1.jpg?quality=80&bg-color=255,255,255&fit=bounds&height=300&width=240&canvas=240:300"
Feminismo Y Constitucion. Ensayos Para El Debate,$14.429,"VERBAL, VALENTINA","https://www.antartica.cl/media/catalog/product/9/7/9789566155058_1.jpg?quality=80&bg-color=255,255,255&fit=bounds&height=300&width=240&canvas=240:300"
El Loco,$17.900,"GONZALEZ, JUAN LUIS","https://www.antartica.cl/media/catalog/product/9/7/9789564084435_1.jpg?quality=80&bg-color=255,255,255&fit=bounds&height=300&width=240&canvas=240:300"
"El Licancabur Tiene Su Historia, Todos Los Cerros Las Tienen",$13.000,"ALAMOS MEKIS, DIEGO","https://www.antartica.cl/media/catalog/product/9/7/9789569693397_1.jpg?quality=80&bg-color=255,255,255&fit=bounds&height=300&width=240&canvas=240:300"
El Gran Juego. El Servicio Secreto En Los Altos De Asia,$24.900,"HOPKIRK, PETER","https://www.antartica.cl/media/catalog/product/9/7/9786071676054_1.jpg?quality=80&bg-color=255,255,255&fit=bounds&height=300&width=240&canvas=240:300"
El Evangelio Sin Dios,$22.900,"BAGGINI, JULIAN","https://www.antartica.cl/media/catalog/product/9/7/9789566195528_1.jpg?quality=80&bg-color=255,255,255&fit=bounds&height=300&width=240&canvas=240:300"
El Capitalismo De La Fragmentacion,$18.130,"SLOBODIAN, QUINN","https://www.antartica.cl/media/catalog/product/9/7/9789566195511_1.jpg?quality=80&bg-color=255,255,255&fit=bounds&height=300&width=240&canvas=240:300"
Desde La Boca,$12.530,"KOHAN, MARTIN","https://www.antartica.cl/media/catalog/product/9/7/9786316508164_1.jpg?quality=80&bg-color=255,255,255&fit=bounds&height=300&width=240&canvas=240:300"
Bala En Boca,$19.000,"BUNSTER, ENRIQUE","https://www.antartica.cl/media/catalog/product/9/7/9789560996909_1.jpg?quality=80&bg-color=255,255,255&fit=bounds&height=300&width=240&canvas=240:300"
Auge Y Caida Del Orden Neoliberal,$19.530,"GERSTLE, GARY","https://www.antartica.cl/media/catalog/product/9/7/9789566215066_1.jpg?quality=80&bg-color=255,255,255&fit=bounds&height=300&width=240&canvas=240:300"
¡Como Salir Del Pozo!,$9.900,"OPPENHEIMER, ANDRES","https://www.antartica.cl/media/catalog/product/9/7/9789566247265_1.jpg?quality=80&bg-color=255,255,255&fit=bounds&height=300&width=240&canvas=240:300"
Proceso Revolucionario Y Contrarrevolucion En Chile,$17.000,VARIOS AUTORES,"https://www.antartica.cl/media/catalog/product/9/7/9789560017369_1.jpg?quality=80&bg-color=255,255,255&fit=bounds&height=300&width=240&canvas=240:300"
Narcisismo,$29.900,CAMPBELL,"https://www.antartica.cl/media/catalog/product/9/7/9788411211406_1.jpg?quality=80&bg-color=255,255,255&fit=bounds&height=300&width=240&canvas=240:300"
La Violencia Y Lo Sagrado,$11.200,"GIRARD, RENE","https://www.antartica.cl/media/catalog/product/9/7/9788433919557_1.jpg?quality=80&bg-color=255,255,255&fit=bounds&height=300&width=240&canvas=240:300"
Justicia Y Libertad,$20.000,"BRUEY, ALISON","https://www.antartica.cl/media/catalog/product/9/7/9789560017413_1.jpg?quality=80&bg-color=255,255,255&fit=bounds&height=300&width=240&canvas=240:300"
Eyaculacion Responsable,$21.900,"BLAIR, GABRIELLE","https://www.antartica.cl/media/catalog/product/9/7/9788415732617_1.jpg?quality=80&bg-color=255,255,255&fit=bounds&height=300&width=240&canvas=240:300"
El Desafio Indigena Y La Democracia Liberal,$25.900,"FUENTES, EDUARDO","https://www.antartica.cl/media/catalog/product/9/7/9789563661934_1.jpg?quality=80&bg-color=255,255,255&fit=bounds&height=300&width=240&canvas=240:300"
Chile Narco,$16.000,"MOLINA, JORGE","https://www.antartica.cl/media/catalog/product/9/7/9789566063964_1.jpg?quality=80&bg-color=255,255,255&fit=bounds&height=300&width=240&canvas=240:300"
Araucaria De Chile Revista N° 52,$15.000,VARIOS AUTORES,"https://www.antartica.cl/media/catalog/product/9/7/9789560017352_1.jpg?quality=80&bg-color=255,255,255&fit=bounds&height=300&width=240&canvas=240:300"
Chile: La Memoria Prohibida Tomo II,$29.900,"ATRIA, RODRIGO","https://www.antartica.cl/media/catalog/product/9/7/9789564084060_1.jpg?quality=80&bg-color=255,255,255&fit=bounds&height=300&width=240&canvas=240:300"
Vivir Hoy Y Crecer En La Convivencia,$12.000,"NAZAR CONTRERAS, VÍCTOR","https://www.antartica.cl/media/catalog/product/9/7/9789560115256_1.jpg?quality=80&bg-color=255,255,255&fit=bounds&height=300&width=240&canvas=240:300"
Territorio Y Poder,$24.000,"ROJO MENDOZA, FELIX","https://www.antartica.cl/media/catalog/product/9/7/9789560115096_1.jpg?quality=80&bg-color=255,255,255&fit=bounds&height=300&width=240&canvas=240:300"
Sobre El Tiempo,$11.000,"YAÑEZ GUTIERREZ,  MAXIMILIANO","https://www.antartica.cl/media/catalog/product/9/7/9789560115225_1.jpg?quality=80&bg-color=255,255,255&fit=bounds&height=300&width=240&canvas=240:300"
"Pediatria, Psiquiatria, Psicoanalisis",$25.000,"SUTTON, ADRIAN","https://www.antartica.cl/media/catalog/product/9/7/9789569441905_1.jpg?quality=80&bg-color=255,255,255&fit=bounds&height=300&width=240&canvas=240:300"
La Democracia Pluralista Bajo Ataque,$16.501,"ORTEGA FREI, EUGENIO","https://www.antartica.cl/media/catalog/product/9/7/9789564062112_1.jpg?quality=80&bg-color=255,255,255&fit=bounds&height=300&width=240&canvas=240:300"
Estallidos Satanicos,$19.599,"RUIZ, ARTURO","https://www.antartica.cl/media/catalog/product/9/7/9789566239024_1.jpg?quality=80&bg-color=255,255,255&fit=bounds&height=300&width=240&canvas=240:300"
El Once A Traves De Mis Ojos,$17.000,"MELLAFE, RAFAEL","https://www.antartica.cl/media/catalog/product/9/7/9789569242434_1.jpg?quality=80&bg-color=255,255,255&fit=bounds&height=300&width=240&canvas=240:300"
El Populismo Jesuita,$13.990,"ZANATTA, LORIS","https://www.antartica.cl/media/catalog/product/9/7/9789569225376_1.jpg?quality=80&bg-color=255,255,255&fit=bounds&height=300&width=240&canvas=240:300"
Padres De Hijos Gay,$18.500,"OWENS-REID, DAN","https://www.antartica.cl/media/catalog/product/9/7/9786075576824_1.jpg?quality=80&bg-color=255,255,255&fit=bounds&height=300&width=240&canvas=240:300"
Mama Sin Caos,$16.900,"SCHAERER BASCUÑAN, CATALINA","https://www.antartica.cl/media/catalog/product/9/7/9789563386653_1.jpg?quality=80&bg-color=255,255,255&fit=bounds&height=300&width=240&canvas=240:300"
Generacion Idiota,$20.000,"LAJE, AGUSTIN","https://www.antartica.cl/media/catalog/product/9/7/9781400238569_1.jpg?quality=80&bg-color=255,255,255&fit=bounds&height=300&width=240&canvas=240:300"
Estetica De La Violencia,$15.000,"NAVARRETE, CONSTANZA","https://www.antartica.cl/media/catalog/product/9/7/9789563962468_1.jpg?quality=80&bg-color=255,255,255&fit=bounds&height=300&width=240&canvas=240:300"
En Los Repliegues Del Silencio,$12.000,"DE LA BARRA, LEONARDO","https://www.antartica.cl/media/catalog/product/9/7/9789563356557_1.jpg?quality=80&bg-color=255,255,255&fit=bounds&height=300&width=240&canvas=240:300"
El Retrato Del Tiempo,$12.900,"VILLAVICENCIO, NATALIA","https://www.antartica.cl/media/catalog/product/9/7/9789566267058_1.jpg?quality=80&bg-color=255,255,255&fit=bounds&height=300&width=240&canvas=240:300"
El Numero Uno,$26.900,"DOS PASSOS, JOHN","https://www.antartica.cl/media/catalog/product/9/7/9788419581037_1.jpg?quality=80&bg-color=255,255,255&fit=bounds&height=300&width=240&canvas=240:300"
De La Via Chilena A La Via Insurreccional,$23.800,"ARRIAGADA, GENARO","https://www.antartica.cl/media/catalog/product/9/7/9789563061789_1.jpg?quality=80&bg-color=255,255,255&fit=bounds&height=300&width=240&canvas=240:300"
Chile ¿Un Cautiverio Feliz?,$10.000,"YANKES, WILLIAM","https://www.antartica.cl/media/catalog/product/9/7/9789563356540_1.jpg?quality=80&bg-color=255,255,255&fit=bounds&height=300&width=240&canvas=240:300"
Campo En Obras,$20.000,"FAURE, ANTOINE","https://www.antartica.cl/media/catalog/product/9/7/9789563035919_1.jpg?quality=80&bg-color=255,255,255&fit=bounds&height=300&width=240&canvas=240:300"
Allende Y La Preparacion De La Lucha Armada,$21.900,"ALESSANDRI, JUAN PABLO","https://www.antartica.cl/media/catalog/product/9/7/9789563662016_1.jpg?quality=80&bg-color=255,255,255&fit=bounds&height=300&width=240&canvas=240:300"
Pataletas,$15.900,"SIGNORELLI, VARINIA","https://www.antartica.cl/media/catalog/product/9/7/9789564084312_1.jpg?quality=80&bg-color=255,255,255&fit=bounds&height=300&width=240&canvas=240:300"
Vidas Que Cambiaron De Golpe,$22.000,"POLO GONZALEZ, ALEXIS","https://www.antartica.cl/media/catalog/product/9/7/9789563591637_1.jpg?quality=80&bg-color=255,255,255&fit=bounds&height=300&width=240&canvas=240:300"
Salvador Allende. Biografia Politica Pasado Y Presente,$17.000,"GUTIERREZ GONZALEZ, EDUARDO","https://www.antartica.cl/media/catalog/product/9/7/9789564062068_1.jpg?quality=80&bg-color=255,255,255&fit=bounds&height=300&width=240&canvas=240:300"
Nomadas,$24.430,"SATTIN, ANTHONY","https://www.antartica.cl/media/catalog/product/9/7/9788491995357_1.jpg?quality=80&bg-color=255,255,255&fit=bounds&height=300&width=240&canvas=240:300"
"La Revancha, Golpe En La Araucania",$17.000,"CORREA CABRERA, MARTIN","https://www.antartica.cl/media/catalog/product/9/7/9789563591644_1.jpg?quality=80&bg-color=255,255,255&fit=bounds&height=300&width=240&canvas=240:300"
La Caida De Robespierre,$27.930,"JONES, COLIN","https://www.antartica.cl/media/catalog/product/9/7/9788491995265_1.jpg?quality=80&bg-color=255,255,255&fit=bounds&height=300&width=240&canvas=240:300"
Imperio Del Opus Dei En Chile,$16.000,"MONCKEBERG, MARIA OLIVIA","https://www.antartica.cl/media/catalog/product/9/7/9789566247142_1.jpg?quality=80&bg-color=255,255,255&fit=bounds&height=300&width=240&canvas=240:300"
Filosofia Del Gobierno Democratico,$24.000,"SIMON, YVES R.","https://www.antartica.cl/media/catalog/product/9/7/9789568639556_1.jpg?quality=80&bg-color=255,255,255&fit=bounds&height=300&width=240&canvas=240:300"
Estoicismo Para Tu Dia A Dia,$20.990,"SWIDER RALUY, EMILY","https://www.antartica.cl/media/catalog/product/9/7/9788419341198_1.jpg?quality=80&bg-color=255,255,255&fit=bounds&height=300&width=240&canvas=240:300"
Engaños Mutuos. El Golpe Gringo,$15.000,"OPASO, CRISTIAN","https://www.antartica.cl/media/catalog/product/9/7/9789563591651_1.jpg?quality=80&bg-color=255,255,255&fit=bounds&height=300&width=240&canvas=240:300"
El Pais De Los Pueblos Invisibles,$18.870,"UGARTE, JOSE RAMON","https://www.antartica.cl/media/catalog/product/9/7/9789561431430_1.jpg?quality=80&bg-color=255,255,255&fit=bounds&height=300&width=240&canvas=240:300"
El Mundo Chino,$29.330,"GERNET, JAQUES","https://www.antartica.cl/media/catalog/product/9/7/9788491995296_1.jpg?quality=80&bg-color=255,255,255&fit=bounds&height=300&width=240&canvas=240:300"
Cuido Mi Cuerpo,$7.000,EL GATO DE HOJALATA,"https://www.antartica.cl/media/catalog/product/9/7/9789871711994_1.jpg?quality=80&bg-color=255,255,255&fit=bounds&height=300&width=240&canvas=240:300"
Chomsky & Mujica,$17.000,"ALVIDREZ, SAUL","https://www.antartica.cl/media/catalog/product/9/7/9789566247050_1.jpg?quality=80&bg-color=255,255,255&fit=bounds&height=300&width=240&canvas=240:300"
Atlas De Las Fobias Y Las Manias,$20.000,"SUMMERSCALE, KATE","https://www.antartica.cl/media/catalog/product/9/7/9788419654229_1.jpg?quality=80&bg-color=255,255,255&fit=bounds&height=300&width=240&canvas=240:300"
Vivir Peor Que Nuestros Padres,$8.400,"PALOMEQUE, AZAHARA","https://www.antartica.cl/media/catalog/product/9/7/9788433905147_1.jpg?quality=80&bg-color=255,255,255&fit=bounds&height=300&width=240&canvas=240:300"
Ser Naturaleza,$16.000,"STAID, ANDREA","https://www.antartica.cl/media/catalog/product/9/7/9789569058653_1.jpg?quality=80&bg-color=255,255,255&fit=bounds&height=300&width=240&canvas=240:300"
Memento Mori,$18.900,"REEVES, MATIAS","https://www.antartica.cl/media/catalog/product/9/7/9789566122487_1.jpg?quality=80&bg-color=255,255,255&fit=bounds&height=300&width=240&canvas=240:300"
Mapa Del Golpe. Santiago De Chile 11/09/1973,$4.000,"VIDAURRAZAGA MANRIQUEZ, IGNACIO","https://www.antartica.cl/media/catalog/product/9/7/9789562893305_1.jpg?quality=80&bg-color=255,255,255&fit=bounds&height=300&width=240&canvas=240:300"
Luz De Invierno,$16.900,"PACULL, EMILIO","https://www.antartica.cl/media/catalog/product/9/7/9789564150376_1.jpg?quality=80&bg-color=255,255,255&fit=bounds&height=300&width=240&canvas=240:300"
La Tentacion De Existir,$11.200,"CIORAN, EMILE M.","https://www.antartica.cl/media/catalog/product/9/7/9788430626205_1.jpg?quality=80&bg-color=255,255,255&fit=bounds&height=300&width=240&canvas=240:300"
El Partido Socialista De Chile Durante La Dictadura,$19.000,VARIOS AUTORES,"https://www.antartica.cl/media/catalog/product/9/7/9789569645747_1.jpg?quality=80&bg-color=255,255,255&fit=bounds&height=300&width=240&canvas=240:300"
"El Gobierno De Allende, La Unidad Popular Y La Crisis De La Democracia En Chile 1970-1973",$15.000,"SAN FRANCISCO, ALEJANDRO","https://www.antartica.cl/media/catalog/product/9/7/9789566115496_1.jpg?quality=80&bg-color=255,255,255&fit=bounds&height=300&width=240&canvas=240:300"
El Conflicto No Es Abuso,$16.730,"SCHULMAN, SARAH","https://www.antartica.cl/media/catalog/product/9/7/9789501204872_1.jpg?quality=80&bg-color=255,255,255&fit=bounds&height=300&width=240&canvas=240:300"
El Asco Y El Grito,$13.230,"ROJAS, SERGIO","https://www.antartica.cl/media/catalog/product/9/7/9789566195474_1.jpg?quality=80&bg-color=255,255,255&fit=bounds&height=300&width=240&canvas=240:300"
Ego Sum Pinochet. Confidencias Para La Historia,$11.500,"SUBERCASEAUX, ELIZABETH","https://www.antartica.cl/media/catalog/product/9/7/9789564150499_1.jpg?quality=80&bg-color=255,255,255&fit=bounds&height=300&width=240&canvas=240:300"
Condenados A Entendernos,$18.000,"MANSUKHANI, ARUN",https://www.antartica.cl/media/catalog/product/placeholder/default/NO-DISPONIBLE-AntarticaLibros_1.jpg
Comando Conjunto,$19.500,"GONZALEZ, MONICA","https://www.antartica.cl/media/catalog/product/9/7/9789564150475_1.jpg?quality=80&bg-color=255,255,255&fit=bounds&height=300&width=240&canvas=240:300"
Chile: La Memoria Prohibida Tomo 1,$25.900,"ATRIA, FRANCISCO","https://www.antartica.cl/media/catalog/product/9/7/9789564084053_1.jpg?quality=80&bg-color=255,255,255&fit=bounds&height=300&width=240&canvas=240:300"
Vigilar Y Castigar (Nacimiento De La Prision),$32.600,"FOUCAULT, MICHEL","https://www.antartica.cl/media/catalog/product/9/7/9789876290579_1.png?quality=80&bg-color=255,255,255&fit=bounds&height=300&width=240&canvas=240:300&format=jpeg"
El Sendero Que Conduce A La Realizacion Del Ser,$12.990,KUTHUMI,"https://www.antartica.cl/media/catalog/product/9/7/9789563510577_1.png?quality=80&bg-color=255,255,255&fit=bounds&height=300&width=240&canvas=240:300&format=jpeg"
Violacion De Derechos Humanos En America Latina,$20.000,VARIOS AUTORES,"https://www.antartica.cl/media/catalog/product/9/7/9789563574173_1.jpg?quality=80&bg-color=255,255,255&fit=bounds&height=300&width=240&canvas=240:300"
Un Llamado A La Grandeza,$14.000,"IMBARACK, PATRICIA","https://www.antartica.cl/media/catalog/product/9/7/9789561431478_1.jpg?quality=80&bg-color=255,255,255&fit=bounds&height=300&width=240&canvas=240:300"
Un Ejercito De Todos,$12.000,"MARTINEZ MENANTEAU, RICARDO","https://www.antartica.cl/media/catalog/product/9/7/9789563061758_1.jpg?quality=80&bg-color=255,255,255&fit=bounds&height=300&width=240&canvas=240:300"
Tutankamon. Faraon. Icono. Enigma,$33.900,"TYLDESLEY, JOYCE","https://www.antartica.cl/media/catalog/product/9/7/9788418217760_1.jpg?quality=80&bg-color=255,255,255&fit=bounds&height=300&width=240&canvas=240:300"
Querido Profe. Cartas Urgentes Para Nuevos Colegas,$12.000,VARIOS AUTORES,"https://www.antartica.cl/media/catalog/product/9/7/9789563910759_1.jpg?quality=80&bg-color=255,255,255&fit=bounds&height=300&width=240&canvas=240:300"
Policarpo II,$18.000,VARIOS AUTORES,"https://www.antartica.cl/media/catalog/product/9/7/9789563574197_1.jpg?quality=80&bg-color=255,255,255&fit=bounds&height=300&width=240&canvas=240:300"
Materialismo Y Criticismo,$14.500,"DEL VALLE ORELLANA, NICOLAS","https://www.antartica.cl/media/catalog/product/9/7/9789566203353_1.jpg?quality=80&bg-color=255,255,255&fit=bounds&height=300&width=240&canvas=240:300"
Los Simpson Y La Filosofia,$14.000,"IRWIN, WILLIAM","https://www.antartica.cl/media/catalog/product/9/7/9786289536201_1.jpg?quality=80&bg-color=255,255,255&fit=bounds&height=300&width=240&canvas=240:300"
Historia Lacrimarum,$20.000,"HAMACHER, WERNER","https://www.antartica.cl/media/catalog/product/9/7/9789568438777_1.jpg?quality=80&bg-color=255,255,255&fit=bounds&height=300&width=240&canvas=240:300"
Historia Fallida,$20.000,"PIHLAINEN, KALLE","https://www.antartica.cl/media/catalog/product/9/7/9789874507143_1.jpg?quality=80&bg-color=255,255,255&fit=bounds&height=300&width=240&canvas=240:300"
Historia De La Unidad Popular Volumen IV,$17.000,"MAGASICH, JORGE","https://www.antartica.cl/media/catalog/product/9/7/9789560017321_1.jpg?quality=80&bg-color=255,255,255&fit=bounds&height=300&width=240&canvas=240:300"
Expuesta A La Muerte. Escritos Acerca De La Pandemia,$11.900,"SEGATO, RITA","https://www.antartica.cl/media/catalog/product/9/7/9789566203414_1.jpg?quality=80&bg-color=255,255,255&fit=bounds&height=300&width=240&canvas=240:300"
El Golpe En Valparaiso (Memorias 1965-1975),$23.000,"SALAZAR, MANUEL","https://www.antartica.cl/media/catalog/product/9/7/9789560017314_1.jpg?quality=80&bg-color=255,255,255&fit=bounds&height=300&width=240&canvas=240:300"
El Brasil De Pinochet,$29.000,"SIMON, ROBERTO","https://www.antartica.cl/media/catalog/product/9/7/9789560017260_1.jpg?quality=80&bg-color=255,255,255&fit=bounds&height=300&width=240&canvas=240:300"
El Armario De Los Filosofos,$16.700,"ALVAREZ, ANGEL","https://www.antartica.cl/media/catalog/product/9/7/9789566203315_1.jpg?quality=80&bg-color=255,255,255&fit=bounds&height=300&width=240&canvas=240:300"
Araucania. Perspectivas Sobre El Territorio Y La Ruralidad,$20.000,"VERGARA, LUIS","https://www.antartica.cl/media/catalog/product/9/7/9789560115034_1.jpg?quality=80&bg-color=255,255,255&fit=bounds&height=300&width=240&canvas=240:300"
Pasion De Vivir. Miguel Kast (A 40 Años De Su Muerte) (TD),$22.810,"LAVIN, JOAQUIN","https://www.antartica.cl/media/catalog/product/9/7/9789569080753_1.jpg?quality=80&bg-color=255,255,255&fit=bounds&height=300&width=240&canvas=240:300"
Menu Para Dos,$15.000,"CORREA, PAULA; UGARTE, CAROLINA","https://www.antartica.cl/media/catalog/product/9/7/9789563164930_1.jpg?quality=80&bg-color=255,255,255&fit=bounds&height=300&width=240&canvas=240:300"
El Mundo De Homero,$18.130,"FREELY, JOHN","https://www.antartica.cl/media/catalog/product/9/7/9788491994800_1.jpg?quality=80&bg-color=255,255,255&fit=bounds&height=300&width=240&canvas=240:300"
Cronica De La Dictadura. Chile 50 Años 1973-1990,$22.501,"LABBE GALILEA, CRISTIAN","https://www.antartica.cl/media/catalog/product/9/7/9789569349232_1.jpg?quality=80&bg-color=255,255,255&fit=bounds&height=300&width=240&canvas=240:300"
Superpapa,$17.990,"PLANELL, PEP","https://www.antartica.cl/media/catalog/product/9/7/9788419341532_1.jpg?quality=80&bg-color=255,255,255&fit=bounds&height=300&width=240&canvas=240:300"
Los Ponchos A La Cintura,$21.000,"GONZALEZ, RAFAEL","https://www.antartica.cl/media/catalog/product/9/7/9789564149493_1.jpg?quality=80&bg-color=255,255,255&fit=bounds&height=300&width=240&canvas=240:300"
El Pequeño Libro De La Psicologia,$19.990,"RALLS, EMILY","https://www.antartica.cl/media/catalog/product/9/7/9788419341273_1.jpg?quality=80&bg-color=255,255,255&fit=bounds&height=300&width=240&canvas=240:300"
El Pequeño Libro De La Filosofia,$20.990,"POUTON, RACHEL","https://www.antartica.cl/media/catalog/product/9/7/9788419341372_1.jpg?quality=80&bg-color=255,255,255&fit=bounds&height=300&width=240&canvas=240:300"
Cambios En Los Fundamentos De La Fisica,$15.000,"HEISENBERG, WERNER","https://www.antartica.cl/media/catalog/product/9/7/9789560953735_1.jpg?quality=80&bg-color=255,255,255&fit=bounds&height=300&width=240&canvas=240:300"
Bebe A Bordo,$19.990,"POLLERO, LARA","https://www.antartica.cl/media/catalog/product/9/7/9788419282378_1.jpg?quality=80&bg-color=255,255,255&fit=bounds&height=300&width=240&canvas=240:300"
El Lado Oscuro. Historia Secreta De Chile,$11.200,"BARADIT, JORGE","https://www.antartica.cl/media/catalog/product/9/7/9789562626545_1.jpg?quality=80&bg-color=255,255,255&fit=bounds&height=300&width=240&canvas=240:300"
Pinochet Desclasificado,$25.900,"KORNBLUH, PETER","https://www.antartica.cl/media/catalog/product/9/7/9789564150390_1.jpg?quality=80&bg-color=255,255,255&fit=bounds&height=300&width=240&canvas=240:300"
Chile Al Rojo,$18.900,"LABARCA, EDUARDO","https://www.antartica.cl/media/catalog/product/9/7/9789564150291_1.jpg?quality=80&bg-color=255,255,255&fit=bounds&height=300&width=240&canvas=240:300"
Relaciones Eficaces,$18.900,"BAKER, ERIC","https://www.antartica.cl/media/catalog/product/9/7/9788415732587_1.jpg?quality=80&bg-color=255,255,255&fit=bounds&height=300&width=240&canvas=240:300"
Perictione O De La Libertad,$12.250,"CASTRO, ERNESTO","https://www.antartica.cl/media/catalog/product/9/7/9788499989501_1.jpg?quality=80&bg-color=255,255,255&fit=bounds&height=300&width=240&canvas=240:300"
"Memoria Del Mal, Tentacion Del Bien",$18.200,"TODOROV, TZVETAN","https://www.antartica.cl/media/catalog/product/9/7/9788419392312_1.jpg?quality=80&bg-color=255,255,255&fit=bounds&height=300&width=240&canvas=240:300"
Los Años De Allende,$13.900,"REYES, CARLOS","https://www.antartica.cl/media/catalog/product/9/7/9786071670021_1.jpg?quality=80&bg-color=255,255,255&fit=bounds&height=300&width=240&canvas=240:300"
La Corte Del Zar Rojo,$21.630,"SEBAG MONTEFIORE, SIMON","https://www.antartica.cl/media/catalog/product/9/7/9788491994770_1.jpg?quality=80&bg-color=255,255,255&fit=bounds&height=300&width=240&canvas=240:300"
Incontinencia Del Vacio,$17.567,"SLAJOV, ZIZEK","https://www.antartica.cl/media/catalog/product/9/7/9788433901729_1.jpg?quality=80&bg-color=255,255,255&fit=bounds&height=300&width=240&canvas=240:300"
Maternar A Tu Manera,$16.900,"MENDEZ, DANIELA","https://www.antartica.cl/media/catalog/product/9/7/9789566196556_1.jpg?quality=80&bg-color=255,255,255&fit=bounds&height=300&width=240&canvas=240:300"
La Vuelta Larga. Cronica Personal De La Crisis De Octubre,$18.900,"BLUMEL, GONZALO","https://www.antartica.cl/media/catalog/product/9/7/9789561431287_1.jpg?quality=80&bg-color=255,255,255&fit=bounds&height=300&width=240&canvas=240:300"
El Libro De Enoc,$14.400,ANONIMO,"https://www.antartica.cl/media/catalog/product/9/7/9788496595149_1.png?quality=80&bg-color=255,255,255&fit=bounds&height=300&width=240&canvas=240:300&format=jpeg"
Universidades Privadas Independientes En Chile,$24.792,"BRAVO ROJAS, MAURICIO","https://www.antartica.cl/media/catalog/product/9/7/9789569080678_1.jpg?quality=80&bg-color=255,255,255&fit=bounds&height=300&width=240&canvas=240:300"
Sueño Del Bebe,$11.000,"HERRERA LARRAIN, PAULA","https://www.antartica.cl/media/catalog/product/9/7/9789560114921_1.jpg?quality=80&bg-color=255,255,255&fit=bounds&height=300&width=240&canvas=240:300"
Razon Fronteriza Y Sujeto Del Inconsciente,$11.900,"ALEMAN, JORGE","https://www.antartica.cl/media/catalog/product/9/7/9788416737833_1.jpg?quality=80&bg-color=255,255,255&fit=bounds&height=300&width=240&canvas=240:300"
Que Se Pudran. El Paralaje De Antigona,$20.000,"ZUPANCIC, ALENKA","https://www.antartica.cl/media/catalog/product/9/7/9789874507136_1.jpg?quality=80&bg-color=255,255,255&fit=bounds&height=300&width=240&canvas=240:300"
Prometeo,$20.900,"GARCIA GUAL, CARLOS","https://www.antartica.cl/media/catalog/product/9/7/9788418895333_1.jpg?quality=80&bg-color=255,255,255&fit=bounds&height=300&width=240&canvas=240:300"
Por Que Vemos Dinosaurios En Las Nubes,$17.500,"SASTRE, GENOVEVA","https://www.antartica.cl/media/catalog/product/9/7/9788418193736_1.jpg?quality=80&bg-color=255,255,255&fit=bounds&height=300&width=240&canvas=240:300"
Personas Compran Lideres,$13.501,"OJEDA SAAVEDRA, AMANCIO","https://www.antartica.cl/media/catalog/product/9/7/9789807868617_1.jpg?quality=80&bg-color=255,255,255&fit=bounds&height=300&width=240&canvas=240:300"
La Reforma Educacional De Allende,$16.000,"ARTEAGA, JOSE MIGUEL","https://www.antartica.cl/media/catalog/product/9/7/9789560114952_1.jpg?quality=80&bg-color=255,255,255&fit=bounds&height=300&width=240&canvas=240:300"
Hacienda Rupanco,$21.400,"NEIRA BARRIA, PAZ","https://www.antartica.cl/media/catalog/product/9/7/9789560017222_1.jpg?quality=80&bg-color=255,255,255&fit=bounds&height=300&width=240&canvas=240:300"
El Rio Congo,$26.900,"FORBATH, PETTER","https://www.antartica.cl/media/catalog/product/9/7/9788418428746_1.jpg?quality=80&bg-color=255,255,255&fit=bounds&height=300&width=240&canvas=240:300"
