Title,Author,Price,Link,ISBN,Description,PublishedDate,ImgUrl,Categories,AvgRating,RatingsCount
Elton John. Rocket man,Chris Roberts,22410,https://contrapunto.cl/cine-y-musica/8616-elton-john-rocket-man.html,9788417757595,,2019-10,,['Music'],,
Erase una vez,VV.AA,17820,https://contrapunto.cl/cuentos-fabulas-y-mitos/3207-erase-una-vez.html,9786075322759,,2018,,,,
El Ultimo Reino Ii - Svein El Del Caballo Blanco,Bernard Cornwell,24120,https://contrapunto.cl/literatura-ficcion/2165-el-ultimo-reino-ii-svein-el-del-caballo-blanco.html,9789876284080,,,,,,
250 consejos y técnicas de costura,Lorna Knight,17820,https://contrapunto.cl/tecnicas-de-tejido/3392-250-consejos-y-tecnicas-de-costura.html,9789089982032,250 sewing tecniques and tips as a hobby.,2012,,['Dressmaking'],,
Arte Egipcio,Rainer & Rose-Marie Hagen,20520,https://contrapunto.cl/teoria-e-historia-del-arte/1925-ba-arte-egipcio.html,9783836572552,"No conocemos los nombres de los artistas del antiguo Egipto, pero el valor de las obras de estos maestros anónimos es comparable al de las piezas más destacadas de épocas posteriores, como las esculturas de Miguel Ángel o las pinturas de Leonardo. Este libro presenta algunas de las piezas más importantes desde el Imperio Antiguo, en el tercer milenio antes de Cristo, hasta el Periodo Tardío. El volumen recopila esculturas, relieves, sarcófagos, murales, máscaras y ornamentos. La mayoría de las piezas se conservan en el Museo Egipcio de El Cairo, aunque otras ocupan lugares preeminentes, como piezas del patrimonio mundial, en museos como el Louvre de París, el British Museum de Londres, el Museo Egipcio de Berlín o el Metropolitan de Nueva York. Algunas de las obras incluidas son: La estatua sedente del rey Zóser El relieve en madera de Hesire sentado a la mesa La estatua de un escriba hecha con diversos materiales El ajuar funerario de Aschait La esfinge de Sesostris III La estatua robada de Cherihotep Los relieves del templo de Karnak El sarcófago de la reina Hatshepsut Los murales de Tebas La figura sedente de la reina Sejmet La estatua de la reina Tiy La cabeza de Akenatón (Amenofis IV) El busto de la reina Nefertiti La máscara dorada de Tutankhamón El Ramsés II de Abú Simbel Horus representado como un halcón de granito El relieve con artilugios quirúrgicos grabados sobre la piedra del templo de Edfu Sobre la serie Cada libro de la Serie Basic Art History de TASCHEN incluye: una introducción detallada; una selección de las obras más importantes de la época; cada una es presentada a doble página con una imagen a toda página, una interpretación de la obra correspondiente, un retrato y una breve biografía del artista; aproximadamente 100 ilustraciones en color con comentarios explicativos.",2018-03-14,http://books.google.com/books/content?id=6OxfzwEACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,,,
Un mundo feliz,Aldous Huxley,11520,https://contrapunto.cl/ensayo-historico/6254-un-mundo-feliz.html,9789962904960,,,,,,
Cuaderno Clásico / XL / Negro / De rayas / Tapa Blanda,Classic Notebook,28620,https://contrapunto.cl/cuadernos-clasicos/2884-classic-sc-xl-black-ruled.html,9788883707223,"This softcover notebook has a flexible, yet sturdy cover that adapts to the movements of the body and fits comfortably in any pocket. This is a reliable travel companion, perfect for writings, thoughts and passing notes, and it has acid free paper, a bookmark, an elastic closure and an expandable inner pocket.",2009-09-01,http://books.google.com/books/content?id=HCXoGAAACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,,,
Yoga para ser más flexibles,"Max Lowenstein, Liz Lowenstein",25020,https://contrapunto.cl/yoga/10212-yoga-para-ser-mas-flexibles.html,9788418075254,,2020,,['Hatha yoga'],,
Freud,Sebastian Smee,20520,https://contrapunto.cl/artistas/1622-freud.html,9783836560610,"Witness unapologetic portraits and precision worthy of a laboratory in this exploration into the oeuvre of renowned figurative painter Lucian Freud. A master of the human form who applied the same frank style and psychological rigor to sitters as varied as the Queen, Kate Moss, and an obese and naked job center supervisor. Direct and disarming, Freud's portraiture penetrates beneath flaws and folds of the flesh to reveal what lies within.",2015-07-15,http://books.google.com/books/content?id=miVzzgEACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,,,
Aprendiendo de Las Vegas,"Denise Scott Brown, Robert Venturi, Steven Izenour",31320,https://contrapunto.cl/teoria-e-historia-de-la-arquitectura/10885-aprendiendo-de-las-vegas.html,9788425228216,,,,,,
Juego de reinas,Pablo Nuñez,22140,https://contrapunto.cl/literatura-ficcion/1330-juego-de-reinas.html,9788435063074,,2017,,['Juvenile Nonfiction'],,
Casablanca. Cocina de Marruecos,Nargisse Benkabbou,22320,https://contrapunto.cl/cocinas-del-mundo/327-casablanca-cocina-de-marruecos.html,9788417254759,,,,,,
El sueño de la crisálida,Montfort  Vanessa,18000,https://contrapunto.cl/literatura-contemporanea/3835-el-suenodelacrisalida.html,9788401021060,"Tras el éxito internacional de Mujeres que compran flores, Vanessa Montfort regresa con su esperadísima nueva novela, una conmovedora historia de amistad entre dos mujeres cuyos caminos no estaban destinados a cruzarse, pero cuyo encuentro y rebeldía cambió sus vidas para siempre. «Todos los seres humanos tenemos al menos una oportunidad de realizar un gran cambio vital, nuestra crisálida, y renacer convertidos en algo más auténtico, más fuerte y más libre.» Patricia es una periodista a la que una grave crisis de ansiedad le obliga a replantearse su vertiginosa vida profesional, que ha afectado a la relación con su familia, amigos y pareja. En ese momento conoce en un avión a Greta, una misteriosa mujer con un pasado oculto. Gracias al apasionante relato de Greta, que tuvo que rebelarse contra una sociedad que la rechazaba, Patricia descubrirá que en este mundo inseguro lo único que puede salvarte es creer en ti misma. Con una historia apasionante y esperanzadora que combina emoción, intriga y actualidad, El sueño de la crisálida es la crónica de la mujer de hoy en día, de los retos a los que se enfrenta como profesional, hija, madre, amante y amiga. Un retrato veraz y necesario sobre la sociedad del siglo XXI, que, debido a la prisa, el consumismo, las adicciones digitales y la autoexigencia, nos ha convertido en esclavos de lo urgente para hacernos olvidar lo importante. Porque todos somos crisálidas con posibilidad de convertirnos en mariposas y alcanzar nuestros sueños. ENGLISH DESCRIPTION After the international success of Women Who Buy Flowers (Mujeres que compran flores), Vanessa Montfort is back with her much-anticipated new novel, a moving story of friendship between two women whose paths were not destined to cross, but whose encounter and rebellion change their lives forever. Patricia is a journalist whose fight with anxiety has forced her to reevaluate her fast-paced professional life and affected her relationship with her family, friends, and spouse. But then, on a plane, she meets Greta, a mysterious woman with a hidden past. Thanks to Greta’s thrilling tale of rebelling against a society that rejected her, Patricia discovers that in this uncertain world, the only thing that can save you is believing in yourself. With a thrilling, inspiring story that combines emotion, intrigue, and current events, The Dream of the Chrysalis is the chronicle of women today, of the challenges women face as professionals, daughters, mothers, lovers, and friends. A true, necessary portrait of 21st-century society which, thanks to fast-paced lives, consumerism, digital addictions, and self-demandingness, has made us think only of what is urgent and not what is important. Because we are all chrysalides with the possibility of becoming butterflies and reaching our dreams.",2019-12-17,http://books.google.com/books/content?id=5lqREAAAQBAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,['Fiction'],,
Gilda la oveja gigante,Emilio Urberuaga,16020,https://contrapunto.cl/cuentos-fabulas-y-mitos/8198-gilda-la-oveja-gigante.html,9788417123239,"Gilda was living a quiet life, but being so big made things more complicated for her. Now she needs to set off to find a new home.",2019-01-22,http://books.google.com/books/content?id=I1jwswEACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,['Juvenile Fiction'],,
Arte abstracto,Dietmar Elger,20520,https://contrapunto.cl/dibujo-y-pintura/1787-ba-arte-abstracto.html,9783836563628,"The 20th century saw art go abstract. Where once clear certainties and indisputable forms prevailed, now anarchy seemed to reign supreme. Sensibilities diffused into strange new shapes, colors assumed new significance, lines abandoned literal meaning. Dive in and discover some of the most dynamic and progressive art of modernity.",2017-04-02,http://books.google.com/books/content?id=Iu7uswEACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,,,
Los pequeanimales al dedillo,Colección: Al dedillo,18720,https://contrapunto.cl/prelectores/8931-los-peque-animales-al-dedillo.html,9788498258417,,,,,,
El mundo de Lyna,Lyna Vallejos,9900,https://contrapunto.cl/infantil/6549-el-mundodelyna.html,9789877362985,,,,,,
Somos polvo de estrellas,Jose Maza,7650,https://contrapunto.cl/ciencias-y-naturaleza/6720-somos-polvo-de-estrellas.html,9789569963339,,,,,,
"El espacio. A ver, a ver","MILBOURNE, ANNA",11160,https://contrapunto.cl/ciencias-y-naturaleza/4368-a-ver-a-ver-el-espacio.html,9781474908047,,,,,,
La balada de Mulán,Monica Rodriguez,20520,https://contrapunto.cl/libro-album-ilustrado/11043-la-balada-de-mulan.html,9788414025000,,2020,,,,
Memorias de un amante sarnoso,Groucho Marx,10260,https://contrapunto.cl/literatura-ficcion/1077-memorias-de-un-amante-sarnoso.html,9788435018371,Un desternillante recuento de anécdotas protagonizadas por el más carismático de los hermanos Marx en la meca del cine.,2009-05,http://books.google.com/books/content?id=Wxo5QAAACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,['Fiction'],3,1
Así es... Van Gogh,Colección: Así es...,13860,https://contrapunto.cl/artistas/9887-van-gogh.html,9788498018219,"La colección Asi es ... presenta la historia del arte de forma visual y atractiva. Cada volumen contiene, además de textos muy amenos escritos por expertos en historia del arte, ilustraciones hechas expresamente para esta colección por algunos de los mejores ilustradores del mundo. Históricamente precisos y fruto de una investigación meticulosa, las ilustraciones dan vida a la historia de cada artista y explican el contexto de su obra y sus influencias. Los amantes del arte encontrarán en esta colección una introducción vívida y accesible a la vida y la obra de los artistas.",2016-06,http://books.google.com/books/content?id=vM56rgEACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,['Biography & Autobiography'],,
Drácula,Bram Stoker,13320,https://contrapunto.cl/literatura-clasica/9444-dracula.html,9788494411670,,,,['Literary Criticism'],,
El extranjero,Albert Camus,11160,https://contrapunto.cl/literatura-clasica/6251-el-extranjero.html,9789962724025,,,,,,
50 teorías políticas,Colección: Guía breve,12960,https://contrapunto.cl/ciencias-basicas/11300-50-teorias-politicas.html,9788418075803,,2020-09,,['Philosophy'],,
El Secreto · The Secret,Rhonda Byrne,24300,https://contrapunto.cl/autoayuda/4513-el-secreto-the-secret.html,9788479536442,"El Gran Secreto siempre ha estado presente de forma fragmentada en las tradiciones orales, en la literatura, en las religiones y en las distintas filosof&ías de todos los tiempos. Por primera vez, todos esos componentes se ha reunido en una incre&íble revelaci&ón que transformar&á la vida de todo aquel que la experimente. En este libro aprender&ás a utilizar El Secreto en todos los aspectos de tu vida: dinero, salud, relaciones, felicidad y en todas tus interacciones con el mundo. Empezar&ás a entender el poder oculto y sin explotar que hay en tu interior. Esta revelaci&ón te aportar&á felicidad en todas las &áreas de tu vida. El Secreto encierra la sabidur&ía de los grandes maestros actuales, hombres y mujeres que lo han utilizado para conseguir salud, fortuna y felicidad. Han aplicado el conocimiento de El Secreto y nos revelan incre&íbles historias de curaciones, de generaci&ón de grandes riquezas, de superaci&ón de obst&áculos y de conseguir lo que muchos calificar&ían de imposible.",2007,http://books.google.com/books/content?id=VvBJvgAACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,['Literary Criticism'],5,1
Ganchillo hippie chic para bebes,Dedri Uys,20520,https://contrapunto.cl/tecnicas-de-tejido/1221-ganchillo-hippie-chic-para-bebes.html,9789089989611,,,,['Art'],,
El corazón del pirata,Lucy Sánchez,16560,https://contrapunto.cl/libro-album-ilustrado/3321-el-corazon-del-pirata.html,9788414023488,,2019,,,,
Samurai,Michael Wert,18540,https://contrapunto.cl/ensayo-historico/10950-samurai.html,9788491647478,,2020,,,,
Toulouse-Lautrec,Matthias Arnold,20520,https://contrapunto.cl/artistas/1843-ba-toulouse-lautrec.html,9783836560825,"La imagen que tenemos de París se debe en buena parte al pintor y artista gráfico Henri de Toulouse-Lautrec (1864-1901). Con sus grabados, pósteres, pinturas y dibujos, el artista inmortalizó la vida nocturna de la Belle Époque y situó el barrio de Montmartre, en el norte de París, en el mapa global de los epicentros creativos y hedonistas. Hijo de la nobleza francesa, Toulouse-Lautrec parece haberse sentido atraído desde muy joven por los ambientes más mundanos, con una inclinación especial por las salas de fiestas, los cabarés y los burdeles de Montmartre. Sus modelos eran afamadas bailarinas y cantantes, en especial una, Jane Avril. Y sus obras retratan tanto animadas escenas en plena actuación como otras fuera o entre bambalinas, tranquilos y tiernos retratos, como En el sofá y En la cama. Estilísticamente, el artista dominaba tanto el grafismo audaz, algo patente en los carteles promocionales de Jane Avril, como los bosquejos poco definidos pero bien evocadores. Aunque tan sólo tenía 36 años cuando murió, debido al alcoholismo y la sífilis que padecía, Toulouse-Lautrec dejó un legado cultural inconmensurable. Este libro esencial sobre su figura recorre un universo de cantantes, bailarinas, músicos y prostitutas para descubrir a un artista dotado de una gran empatía, una habilidad figurativa sorprendente y una sensibilidad única para captar la energía y las historias propias de una ciudad. Sobre la serie Cada libro de la Serie Básica de Arte de TASCHEN incluye: un detallado sumario cronológico de la vida y obra del artista en el que se aborda su importancia histórica y cultural; una concisa biografía; aproximadamente 100 ilustraciones en color con comentarios explicativos.",2016-05-31,http://books.google.com/books/content?id=3fsWywEACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,,,
El increíble barco del capitán Marco,Alicia Acosta · Cecilia Moreno,16020,https://contrapunto.cl/libro-album-ilustrado/11369-el-increible-barco-del-capitan-marco.html,9788418133152,"Únete al capitán Marco y su tripulación en su increíble viaje a través del mar. ¡Mientras lees la historia, harás tu propio barco de papel con instrucciones fáciles de seguir! A través de su aventura, la nave de Marco se dañará. Al mismo tiempo, estarás arrancando pedazos de tu barco de papel descubriendo una sorpresa divertida al final ... ¡el tesoro del capitán Marco!----Join Skip and her crew on their amazing journey across the sea. As you read the story, you'll make your own paper ship with easy-to-follow instructions! Through his adventure, Skip's ship will be damaged. At the same time, you'll be tearing off pieces of your paper ship discovering a funny surprise in the end... the treasure of Skip!",2021-04-16,http://books.google.com/books/content?id=tWQ-zQEACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,['Juvenile Fiction'],,
Así es... Dalí,Colección: Así es...,13860,https://contrapunto.cl/artistas/76-asi-es-dali.html,9788498017366,"Salvador Dalí es uno de los artistas más populares del mundo, conocido por su lujoso estilo de vida, bigote que desafía la gravedad y el arte bizarro. Este libro cuenta la historia de la vida de Dalí y explora el significado de sus pinturas surrealistas. Va más allá de la práctica del arte fino y habla de su incursión en el mundo comercial.",2015-07,http://books.google.com/books/content?id=Sx2PoAEACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,['Biography & Autobiography'],,
El abecé de la amistad,Felicity Brooks,14220,https://contrapunto.cl/no-ficcion-informativo/11415-el-abece-de-la-amistad.html,9781474979481,,,,,,
Shinrin-Yoku. Baños curativos de bosque,Yoshifumi Miyazaki,20520,https://contrapunto.cl/vida-saludable-y-fitness/116-shinrin-yoku-banos-curativos-de-bosque.html,9788417254834,"El shinrin-yoku es la práctica de caminar lentamente por el bosque, sin prisa, durante la mañana, la tarde o todo el día. La frase se creó inicialmente a modo de campaña promocional para que las personas visitaran los hermosos bosques de Japón. Sin embargo, a partir de entonces varios científi cos, no solo japoneses, sino también de otros países, empezaron a estudiar los beneficios psicológicos y fisiológicos de la naturaleza, y en particular de los bosques, para la salud y el bienestar humanos. La comprensión de que de alguna manera nos sentimos mejor cuando estamos rodeados por la naturaleza ha inspirado esta investigación.",2019-07,http://books.google.com/books/content?id=L0A1twEACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,['Health & Fitness'],,
Posicionamientos,Aldo Rossi,14220,https://contrapunto.cl/categorias/2335-posicionamientos.html,9788425231087,"En 1966 se publicaron dos libros clave para la arquitectura contemporánea: Complejidad y contradicción en la arquitectura de Robert Venturi y La arquitectura de la ciudad de Aldo Rossi. En su libro más importante, Rossi dio un giro copernicano a la concepción de la ciudad que ha marcado la reflexión arquitectónica hasta nuestros días. No obstante, las inquietudes de Rossi en ese período no se redujeron a lo que él denominó la ""ciencia urbana"", sino que intentó armar también una teoría aplicada al proyecto de arquitectura. El presente volumen rescata tres ensayos breves de Rossi en los que explica una posible teoría del proyecto arquitectónico. Una ocasión única para redescubrir la iluminadora mirada de uno de los grandes arquitectos de la segunda mitad del siglo XX.",2018-05,http://books.google.com/books/content?id=mWuwtQEACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,['Architecture'],,
100 cosas que saber sobre - El planeta tierra,vv.aa.,16560,https://contrapunto.cl/no-ficcion-informativo/11448-100-cosas-que-saber-sobre-el-planeta-tierra.html,9781474979597,"¿Qué es una isla fantasma? ¿Por qué la peste bubónica provocó una edad de hielo? ¿Qué cantidad de plástico se vierte en el mar cada minuto? Las respuestas a estas y otras muchas preguntas interesantes están en este fantástico libro sobre el planeta Tierra. Entre la amplia gama de temas que trata, hay algunos que los niños probablemente ya conozcan, tales como la selva, los océanos o los volcanes, y otros mucho más sorprendente, como las dunas cantoras y la lluvia roja. Con ilustraciones infográficas y textos fáciles de entender que abordan nada menos que 100 cuestiones fascinantes. Ideal para compartir con la familia y los amigos e inspirar un sinfín de conversaciones animadas.--Publisher's description.",2020,,['Earth (Planet)'],,
El pequeño pirata Serafín,Alicia Acosta,16020,https://contrapunto.cl/libro-album-ilustrado/2614-pequeno-pirata-serafin-el.html,9788494541513,"""Habaia una vez un pirata tan chiquitain, tan chiquitain, que todo el mundo lo llamaba el pequeano pirata Serafain""--Back cover.",2017-04-11,http://books.google.com/books/content?id=L9oNvgAACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,['Juvenile Fiction'],,
Ver es un todo,Henri Cartier-Bresson,19620,https://contrapunto.cl/artistas/80-ver-es-un-todo-entrevistas-y-conversaciones-1951-1998.html,9788425227578,,,,,,
La cámara de pandora. La fotografí@ después de la fotografía,Joan Fontcuberta,24120,https://contrapunto.cl/fotografos/1486-la-camara-de-pandora-la-fotografi-despues-de-la-fotografia.html,9788425228339,,,,,,
Entender los chakras,Ambika Wauters,14040,https://contrapunto.cl/autoayuda/1403-entender-los-chakras.html,9789089988843,,,,,,
Museo de bolsillo - La antigua Roma,Virginia L. Campbell,16920,https://contrapunto.cl/teoria-e-historia-del-arte/1511-museo-de-bolsillo-antigua-roma-la.html,9789089989543,,,,['Juvenile Nonfiction'],,
Emocionario. Dime lo que sientes,vv.aa.,14391,https://contrapunto.cl/novela-juvenil/4508-emocionario-dime-lo-que-sientes.html,9789877470246,"Las alas de los paajaros tienen plumas. Las alas de las personas, palabras. Pero no todas te ayudan a elevarte. Solo las palabras que dicen con claridad caomo te sientes aumentan tus posibilidades de volar. El diccionario de emociones Emocionario te impulsaraa a dar un aleteo muy especial... y ya no querraas de mover tus alas""--Back cover.",2016-08-30,http://books.google.com/books/content?id=llxYvgAACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,['Emotions'],,
Números,Pavla Hanackova -,12060,https://contrapunto.cl/prelectores/536-rueda-magica-numeros.html,9788414011966,,,,['Comics & Graphic Novels'],,
Artista y diseñador,Bruno Munari,28620,https://contrapunto.cl/teoria-e-historia-del-arte/10151-artista-y-disenador.html,9788425232220,"El lenguaje visual ha creado dos universos -el del arte y el del diseño- que a menudo confluyen y se entrelazan, pero que en otras ocasiones se distancian y se ignoran. El mundo del arte es el del estilo personal, la crítica, la fantasía, la belleza. El del diseño, en cambio, es el del profesional, la industria, la creatividad, la funcionalidad. Son mundos paralelos que Bruno Munari disecciona magistralmente en estas páginas, permitiéndonos intuir la naturaleza profunda de dos de las actividades humanas más estrechamente vinculadas a nuestra facultad creativa. Un iluminador ensayo que sacudirá la mente de cualquier persona vinculada al ámbito de la creatividad.",2019-09,http://books.google.com/books/content?id=cw5BzQEACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,['Juvenile Nonfiction'],,
Furia de invierno,"SUEZ, PERLA",10260,https://contrapunto.cl/novela-negra-y-policial/4313-furia-de-invierno.html,9789876285117,,2019,,,,
La biblia para niños,VV.AA,26820,https://contrapunto.cl/cuentos-fabulas-y-mitos/11065-la-biblia-para-ninos.html,9789463594608,,1993*,,['Bible'],,
Curso de pintura,Tanya Emelyanova,14580,https://contrapunto.cl/actividades-y-libro-juego/11211-curso-de-pintura.html,9789562572804,,,,,,
Walter Chandoha. Cats. Photographs 1942–2018,Susan Michals,56520,https://contrapunto.cl/fotografos/7893-fo-cats-photographs-19422018.html,9783836573856,"Una noche de invierno de 1949 en Nueva York, el joven estudiante de marketing y fotógrafo en ciernes Walter Chandoha se encontró un gatito abandonado en medio de la nieve, lo cubrió con su abrigo y se lo llevó a casa. Poco podía imaginar que acababa de conocer a la musa que guiaría su vida. Chandoha se puso a retratar a su nuevo amigo felino, al que llamó Loco, y le gustaron tanto los resultados que empezó a fotografiar a los mininos de un refugio de la ciudad. Estas imágenes fueron el punto de partida de una carrera extraordinaria que se prolongaría siete décadas. Mucho antes de Internet y #gatosdeinstagram, Chandoha cautivó al público con los protagonistas peludos de sus fotografías. De anuncios a tarjetas de felicitación, pasando por puzzles y envases de comida para gatos, en sus imágenes confluían un afecto genuino por los animales, una ética profesional intachable y gran maestría. La glamurosa técnica de iluminación de Chandoha, con la que el pelaje de los gatos quedaba perfectamente definido, sentó las bases del vocabulario visual del retrato de animales durante generaciones e inspiró a maestros como Andy Warhol, que siguió el ejemplo de los encantadores retratos de Chandoha para ilustrar su libro de gatos.The Cat Book salta hasta los archivos del artista que sentó las bases de un género fotográfico. A través de retratos en color de estudio y otros ambientes, imágenes callejeras en blanco y negro, escenas de certámenes antiguos de felinos y mucho más, este libro constituye un merecido homenaje no sólo a estos animales fascinantes, sino también a un artista, fallecido en enero de 2019 a la edad de 98 años, cuyo amor por ellos se percibe en cada una de sus fotografías.",2019,http://books.google.com/books/content?id=b3uHwAEACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,['Photography'],,
20 formas de dibujar un vestido,Julia Kuo,4410,https://contrapunto.cl/dibujo-y-pintura/11583-20-formas-de-dibujar-un-vestido.html,9789562573009,,,,,,
Osito va de pícnic,Seb Braun -,14220,https://contrapunto.cl/prelectores/7905-cocina-amigo-osito-va-de-picnic.html,9788414023426,Lift the flaps and help Little Bear find the ingredients he needs to make a prepare a delicious picnic. His recipe is included at the end of book.,2019-10,,,,
"El profeta, el loco, el vagabundo","GIBRAN, KHALIL",9810,https://contrapunto.cl/espiritualidad/3197-profeta-el-loco-el-vagabundo-el.html,9788415215431,,2019,,,,
El colegio de Nacho,Liesbet Slegers -,20520,https://contrapunto.cl/prelectores/11034-el-colegio-de-nacho.html,9788414024423,,2020,,['Boys'],,
Epifanía en el desierto,Harnán Rivera Letelier,13500,https://contrapunto.cl/literatura-chilena/4459-epifaniaeneldesierto.html,9789563841701,,2020,,,,
Peter Pan,J.M. Barrie,10620,https://contrapunto.cl/cuentos/1135-peter-pan.html,9788494362866,,,,['Juvenile Nonfiction'],,
Psicoterapia en adolescentes. Teoría y practica,Barrios,13320,https://contrapunto.cl/ciencias-de-la-salud/9945-psicoterapia-en-adolescentes-teoria-y-practica.html,9789562204262,,,,,,
Pájaros,Natalie Marshall -,13860,https://contrapunto.cl/prelectores/11025-encuentrame-pajaros.html,9788414025154,,2020,,,,
Punto anudado. Técnicas y proyectos,Colección: Diy,24120,https://contrapunto.cl/tecnicas-de-tejido/8204-punto-anudado-tecnicas-y-proyectos.html,9788425231919,"Utilizado tradicionalmente en tapicería, el punto anudado es una sencilla técnica craft con la que podrás crear bellas superfi cies y texturas anudando hebras de lana sobre una malla. Julie Robert te propone originales diseños de tapices, alfombras, cojines y otros complementos así como las técnicas, trucos y consejos que te permitirán dar forma a tus propias creaciones. -Materiales y técnicas: conoce las herramientas básicas del punto anudado y las técnicas fundamentales para fabricar hebras, anudarlas y leer los diagramas de los dibujos. -18 proyectos: elabora increíbles propuestas que van del tapiz-zorro o el tapiz bimaterial hasta una lámpara de rafi a y todo tipo de cojines. -Patrones e instrucciones paso a paso: incluye diagramas en color a tamaño real, e instrucciones paso a paso. ¡Descubre tu capacidad artística a través del punto anudado!",2019-05,http://books.google.com/books/content?id=piFXygEACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,['Art'],,
México,Colección: Países y Regiones,13320,https://contrapunto.cl/viajes/10817-mexico.html,9783741925153,"Chile stretches along the Pacific coast of South America, west of the Andes, and is the longest country in the world from north to south. The contrasting landscape offers the Atacama Desert in the north - the driest area on earth - and rainforests, lake landscapes, and glaciers in the south. Over 400 photographs present this country from north to south with its fascinating world of desert landscapes, volcanoes, glaciers, and a rich flora and fauna.",2020,http://books.google.com/books/content?id=_sc_zQEACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,['Photography'],,
Aperitivos,Angela Vergara,22410,https://contrapunto.cl/recetas-y-tecnicas-culinarias/4536-aperitivos.html,9789569986567,,,,,,
Solapas para aprender - El cuerpo humano,Rosie Dickins,16020,https://contrapunto.cl/ciencias-y-naturaleza/11425-solapas-para-aprender-el-cuerpo-humano.html,9781474965422,,,,,,
"Guía de monstruos, bestias y seres extraordinarios",Montse Rubio,26820,https://contrapunto.cl/literatura-infantil/898-guia-de-monstruos-bestias-y-seres-extraordinarios.html,9788414015452,,,,['Comics & Graphic Novels'],,
Una Biblia El Nuevo testamento,Rébecca Dautremer,20160,https://contrapunto.cl/religion-y-mitologia/2152-una-biblia-nuevo-testamento.html,9788414010594,,2017-10,,,,
Violeta y el tesoro escondido,"Harriet Whitehorn, Becka Moor",17460,https://contrapunto.cl/literatura-ficcion/2053-violeta-y-el-tesoro-escondido.html,9788417492175,"Violeta ha pasado las vacaciones explorando la India: allí ha visitado el precioso palacio del excéntrico Marajá y ha conocido una cacatúa muy especial. Cuando regresa a su país, recibe la sorpendente visita del mayordomo de Marajá que le pide que cuide del ave. La cacatúa tiene el secreto de la fortuna del marajá y alguien está intentando secuestrarla para conseguir el tesoro. ¿Podrá Violeta descubrir al culpable?",2020,http://books.google.com/books/content?id=vHJAvwEACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,['Juvenile Fiction'],,
Cosas que no hacen los mayores,Davide Cali,15840,https://contrapunto.cl/libro-album-ilustrado/8083-cosas-que-no-hacen-los-mayores.html,9788417673307,"""Los mayores nunca gritan, no dicen palabrotas, no hacen trampas, no se olvidan las cosas, no echan la culpa a los demás de algo que hicieron ellos, no llegan tarde...¿Quizás dicen a los niños que no hagan ciertas cosas que ellos SÍ hacen?""--Publisher's description.",2019,,['Adulthood'],,
Peter Lindbergh. Untold Stories,"Peter Lindbergh, Felix Krämer, Wim Wenders",79920,https://contrapunto.cl/fotografos/9428-peter-lindbergh-untold-stories.html,9783836579919,"This volume documents the first exhibition curated by Peter Lindbergh himself shortly before his untimely death. With more than 150 photographs from the early 1980s to the present, it offers new and unexpected insights into the work of the legendary photographer. The selection is complemented by detailed texts on the exhibition's origins and a...",2020,http://books.google.com/books/content?id=7_sazAEACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,['Photography'],,
"Desplazamientios, arquitectura y refugiados",Andrew Herscher,23220,https://contrapunto.cl/teoria-e-historia-de-la-arquitectura/10204-desplazamientios-arquitectura-y-refugiados.html,9788494969478,,2020,,,,
